file_name	URI	acousticness	danceability	energy	key	liveness	loudness	mode	speechiness	tempo	valence	instrumentalness
emo/Yawar Abdal _ Tamanna.mp3	spotify:track:7J1zOgvcX3lQ9ymsIqTv1w	0	0.506	0.298	11	0.143	-8.707	0	0.0364	119.544	0.142	0
emo/Zoey Lily _ Without A Word.mp3	spotify:track:3vMfr8H7hGbOLoddLdCQU4	0	0.541	0.571	4	0.275	-10.745	0	0.0373	117.067	0.666	3.83E-06
emo/Zombies _ Time Of The Season.mp3	spotify:track:6FVLl9S9wUL5x97T4iZwBa	0	0.498	0.264	9	0.68	-20.865	0	0.0693	134.039	0.551	0.704
enVivo/Amin Toofani _ El Monte Claro.mp3	spotify:track:6l6IV0ELVPRS04aOL1FeQd	0	0.465	0.219	9	0.105	-15.944	0	0.0604	91.833	0.507	0.803
enVivo/Amin Toofani _ La Flamenca.mp3	spotify:track:78VFEHYy9TqY3DDqiISKAM	1	0.485	0.52	6	0.34	-9.408	1	0.165	72.956	0.702	0
euphoria/Euphoria _ Maeri.mp3	spotify:track:3iTEhW2uMj9aNeqlw5OBoK	1	0.512	0.604	6	0.121	-5.853	1	0.0313	79.966	0.689	0.000448
euphoria/Euphoria,Shreya Ghoshal _ Jiya Jaye Na.mp3	spotify:track:6LZZJ4N3P0mLXKQbrKOTmG	0	0.318	0.943	4	0.242	-3.188	0	0.107	189.985	0.298	2.06E-06
evanescence/Evanescence _ Bring Me To Life.mp3	spotify:track:5j7gLuOsBOyqooruGxX4nx	0	0.476	0.796	9	0.0981	-5.544	0	0.0335	90.038	0.399	2.85E-05
evanescence/Evanescence _ Taking Over Me.mp3	spotify:track:4skXQKuRXP5HoCqHMc2X5y	0	0.6	0.0618	8	0.0436	-20.49	0	0.0463	129.978	0.55	0
ewanMaccoll/Ewan Maccoll _  Brother did you Weep.mp3	spotify:track:2DLsiFyWK9SB1Z0UqElEgw	1	0.473	0.277	2	0.148	-14.791	1	0.0617	170.218	0.549	0
ewanMaccoll/Ewan Maccoll _ The Manchester Rambler.mp3	spotify:track:1ESnhGQjQl9y5Wi1ry0KGs	1	0.591	0.407	3	0.129	-9.271	1	0.0283	145.989	0.582	4.39E-05
farhatTarannum/Farhat Tarannum _ Bhalobeshe Shokhi - cover.mp3	spotify:track:3APdIdF8H0jsxSuGOqXedS	0	0.791	0.558	7	0.0859	-7.155	0	0.0661	95.077	0.872	0
farhatTarannum/Farhat Tarannum _ Kabhi Kabhi Mere Dil Mein - cover.mp3	spotify:track:1av2vb9woz0PvuT6QNOSHB	1	0.332	0.157	1	0.113	-13.474	1	0.0362	76.499	0.392	4.97E-05
farhatTarannum/Farhat Tarannum _ O Je Maane Na Maana - cover.mp3	spotify:track:75MBxvyvjxOiQCW3CPW39T	1	0.724	0.424	2	0.0984	-7.925	1	0.0393	94.003	0.513	0
farhatTarannum/Farhat Tarannum _ Oliro Kotha Shune - cover.mp3	spotify:track:0hOA8SoraNo2ZP1amtVYnY	0	0.709	0.699	10	0.0673	-11.905	0	0.0466	125.377	0.592	0.295
fleetwood/Fleetwood Mac _ Big Love.mp3	spotify:track:3rnTqW0Rv5VQF1VFw8eA05	1	0.546	0.677	9	0.0566	-8.862	1	0.0511	151.352	0.418	0.000702
fleetwood/Fleetwood Mac _ The Chain.mp3	spotify:track:2kMAKtrAu16HVWxBnOwuhd	0	0.433	0.152	9	0.107	-13.384	0	0.0369	129.792	0.0974	5.19E-05
fleuri/Fleurie _ Hurts Like Hell.mp3	spotify:track:0pdKRp2sUthTPe7RLWpPqQ	1	0.713	0.452	1	0.105	-9.638	1	0.0295	102.963	0.235	0.0038
flora/Denis Kalytovskyi (Flora Cash) {Flora Cash} _ You're Somebody Else - cover.mp3	spotify:track:0HbyevTzxDxbDyB913OKWw	1	0.415	0.468	5	0.122	-8.148	1	0.0266	80.025	0.131	1.19E-05
flora/Flora Cash _ Father's Sins (Slowed   Reverb) Lofi.mp3	spotify:track:37oUyW8oIM3EFwsbT1Mft0	0	0.56	0.644	9	0.144	-4.843	0	0.0291	88.031	0.281	0
flora/Flora Cash _ I Wasted You (Slowed   Reverb) Lofi.mp3	spotify:track:3NXb6KvIlfJozMjBUkTkoP	1	0.661	0.434	0	0.14	-8.876	1	0.078	74.904	0.165	0
flora/Flora Cash _ Love Is In The Small Things (Slowed   Reverb) Lofi.mp3	spotify:track:456WNXWhDwYOSf5SpTuqxd	1	0.501	0.809	7	0.119	-5.264	1	0.0938	149.964	0.258	0.00602
florenceNtheMachine/Florence   the Machine _ Dog Days Are Over.mp3	spotify:track:0Y68ITZG1KQigFVAAn7AON	1	0.426	0.749	0	0.44	-5.611	1	0.0523	131.965	0.17	1.53E-05
florenceNtheMachine/Florence   The Machine _ No light, no light.mp3	spotify:track:3dEFa9KjOLEZl980ctEEv1	0	0.564	0.923	9	0.277	-3.843	0	0.0325	141.991	0.587	0
florenceNtheMachine/Florence   The Machine _ Ship To Wreck.mp3	spotify:track:3D4Xkcir5YEhk8Xidkd1dL	1	0.492	0.932	2	0.177	-2.401	1	0.203	151.166	0.635	0
fob/Fall Out Boy _  American Beauty.mp3	spotify:track:04aAxqtGp5pv12UXAg4pkq	0	0.393	0.858	4	0.102	-2.868	0	0.0729	176.042	0.56	0
fob/Fall Out Boy _ Centuries.mp3	spotify:track:3Te8uLyit6X3ncNW8Fp3K2	1	0.616	0.868	2	0.671	-3.606	1	0.0699	108.016	0.475	1.54E-06
fob/Fall Out Boy _ Immortals.mp3	spotify:track:444FxrSBeljgaFlLOWhN96	0	0.344	0.0474	10	0.112	-24.394	0	0.0314	102.432	0.132	0.932
franzGordan/Franz Gordon _ Diving with My Harpoon.mp3	spotify:track:0fKzvRqaS34EtPeDBS6rwQ	1	0.345	0.108	4	0.104	-21.91	1	0.0349	98.849	0.238	0.92
franzGordan/Franz Gordon _ Flirting at the Masquerade.mp3	spotify:track:1E9NKqazhGytiA11HptoMf	0	0.458	0.0451	11	0.105	-22.916	0	0.0516	142.532	0.241	0.904
franzGordan/Franz Gordon _ Slow Day.mp3	spotify:track:6Ixd1ysVv5Ocszh7Qe4kvm	1	0.484	0.927	2	0.334	-4.714	1	0.108	149.94	0.758	0
fukrey/Kailash Kher, Pradipta Guha, Keerthi Sagathia (Ram Sampath) {Munna Dhiman} _ Karle Jugaad Karle.mp3	spotify:track:4qRcjFkFqSpLBzcbLDt7HL	0	0.649	0.458	4	0.113	-7.632	0	0.0446	180.071	0.748	0
fukrey/Sona Mohapatra (Ram Sampath) {Munna Dhiman} _ Ambarsariya.mp3	spotify:track:60wxK3idlzc3lykP8cYZ2l	1	0.47	0.271	6	0.119	-7.636	1	0.0342	145.902	0.0943	0
gabrielleAplin/Gabrielle Aplin _ My Mistake.mp3	spotify:track:1WSF2SjtfkV8LjTlF8uCZH	0	0.453	0.461	0	0.109	-9.328	0	0.0329	106.84	0.0844	0
gabrielleAplin/Gabrielle Aplin _ Start of Time.mp3	spotify:track:00TMKFm6sGA3lXSp3FypW1	1	0.749	0.79	9	0.0626	-7.888	1	0.0315	133.999	0.878	0
gajendraVerma/Gajendra Verma _ Kyun Hai.mp3	spotify:track:2BeY2dQPbD8xYxx3yhBTVD	0	0.54	0.774	1	0.142	-7.873	0	0.0444	191.809	0.384	0
gajendraVerma/Gajendra Verma _ Mann Mera .mp3	spotify:track:2y1RbxxUCzARM0UkwtZert	0	0.741	0.582	4	0.16	-7.59	0	0.0311	112.94	0.261	0
gajendraVerma/Gajendra Verma _ Mera Jahan.mp3	spotify:track:27SJ6CFVIatYlPLGOHFsnP	1	0.532	0.296	4	0.229	-18.832	1	0.0331	83.055	0.621	0.000127
gajendraVerma/Gajendra Verma _ Tune Mere Jana.mp3	spotify:track:1huBhQrh7Ki4G2D6yBz1FQ	1	0.817	0.563	1	0.0839	-6.419	1	0.0467	129.969	0.429	8.74E-05
gangsOfWasseypur/Khushboo Raaj (Sneha Khanwalkar) {Varun Grover} _ O Womaniya.mp3	spotify:track:67ikq16wO4VtY6VW9ys8XT	1	0.747	0.956	1	0.705	-5.162	1	0.0933	129.989	0.944	0
gangsOfWasseypur/Manoj Tiwari (Sneha Khanwalkar) {Varun Grover} _ Jiya Tu Bihar Ke Lala.mp3	spotify:track:6nvuovs2psHaCohLEUGX6q	0	0.621	0.611	0	0.0712	-5.794	0	0.353	179.896	0.591	0.00169
ghanchakar/Altaf Raja, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Jholu Ram.mp3	spotify:track:6M82U5qYVaeItKB5JpvQLe	1	0.882	0.639	0	0.129	-6.333	1	0.0414	100.028	0.686	1.31E-06
ghanchakar/Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Ghanchakkar Babu.mp3	spotify:track:2GjLpx8XGjtjZHsXwkuIGw	0	0.835	0.504	1	0.0709	-6.225	0	0.0666	134.969	0.647	8.42E-06
ghanchakar/Divya Kumar, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Allah Meherbaan.mp3	spotify:track:17QlNzGYB4iceCCW8TrXO0	1	0.896	0.59	0	0.0876	-6.071	1	0.0648	125.944	0.907	0.128
ghanchakar/Richa Sharma (Amit Trivedi){Amitabh Bhattacharya} _ Lazy Lad.mp3	spotify:track:3gFS9CKU70Wm7vAoA0O1uW	0	0.534	0.643	0	0.398	-6.847	0	0.0452	192.003	0.313	0.000171
gulzar/Gulzar {Gulzar} _ Pyar kabhi ik Tarfa hota hai na Hoga.mp3	spotify:track:3gFS9CKU70Wm7vAoA0O1uW	0	0.534	0.643	0	0.398	-6.847	0	0.0452	192.003	0.313	0.000171
gulzar/Gulzar {Gulzar} _ Uski Gali.mp3	spotify:track:3gFS9CKU70Wm7vAoA0O1uW	0	0.534	0.643	0	0.398	-6.847	0	0.0452	192.003	0.313	0.000171
gulzar/Gulzar {Gulzar} _ Ye Khel Aankhir Kisliye.mp3	spotify:track:1TxVsxGHGjEGeIlaqQZ6bS	1	0.367	0.311	3	0.135	-13.252	1	0.043	96.488	0.443	0
hariharan/Hariharan, Alka Yagnik, A.R. Rahman, Mohammed Aslam (AR Rahman) {Gulzar} _ Ay Hairathe.mp3	spotify:track:55mNQP3KOO74aKMEzUTFJX	0	0.463	0.699	1	0.114	-4.765	0	0.0331	102.924	0.19	0.000154
hariharan/Hariharan (AR Rahman) {P K Misra} _ Sun Ri Sakhi.mp3	spotify:track:3Bq7CnWgfvplEzGSVXUvOe	1	0.746	0.449	2	0.128	-10.063	1	0.031	122.004	0.666	0.00298
hariharan/Hariharan (Lalitya Munshaw, Ranjit Barot) {Raajesh Johri} _ Conversation (More Ghar).mp3	spotify:track:53hWGDdw53PAcjE6anKVZg	1	0.631	0.192	1	0.137	-18.325	1	0.0396	90.989	0.47	0
hariharan/Hariharan, Sadhna Sargam (AR Rahman) _ Chanda Re Chanda Re.mp3	spotify:track:0ZGicTeWpoIMpJax3NAuhn	1	0.48	0.395	6	0.0943	-11.017	1	0.093	84.692	0.464	0
hariharan/Harihararan (AR Rahman) _ Hai Rama.mp3	spotify:track:3F2BSn4ayglzMwquBRHZq6	1	0.613	0.685	10	0.0926	-7.993	1	0.0419	139.985	0.268	0.0615
harmonium/Mrittika  _ Rangi Saari   Kesariya.mp3	spotify:track:4rMKIAhFgH5N239rMar3u3	1	0.281	0.441	3	0.093	-12.446	1	0.0367	172.727	0.487	1.15E-05
harmonium/Piu Mukherjee _ Chait maas bole le koyaliya.mp3	spotify:track:7CQb2wqEbsx10Xuiv8LLXb	1	0.527	0.372	0	0.0912	-9.801	1	0.0428	86.12	0.108	0
harmonium/Subhajyoti Guha _ High on Five ~ Khanda Jati.mp3	spotify:track:1lc9BwSGQAxWJX4rshrIkA	1	0.47	0.459	2	0.065	-6.13	1	0.0317	79.423	0.349	0
harmonium/Wadali Brothers _ Tu Mane Ya Na Mane - Coke Studio  India Season 1.mp3	spotify:track:5CVqyvTIir4Y5sMm6NGY5B	1	0.326	0.803	9	0.0586	-6.857	1	0.0353	168.016	0.762	0.933
harmony/AR _ End Title.mp3	spotify:track:7KSKjgTppOJ7KT5Z5idln4	0	0.304	0.319	7	0.13	-12.118	0	0.0374	156.079	0.33	0.0227
harmony/AR, Lourembam Bedadbati _ Floating Circles.mp3	spotify:track:6MPhYBMwjPEIWuTP5Zfeas	1	0.327	0.526	0	0.0471	-11.216	1	0.0646	149.978	0.15	3.74E-05
harmony/AR _ Man Mauj Mein - Part 1.mp3	spotify:track:3AHtiSNu2dnIKd5EAJPNSy	1	0.39	0.87	2	0.0588	-9.744	1	0.0419	91.903	0.346	0.755
harmony/AR _ Man Mauj Mein - Part 2.mp3	spotify:track:7CQb2wqEbsx10Xuiv8LLXb	1	0.527	0.372	0	0.0912	-9.801	1	0.0428	86.12	0.108	0
harmony/AR, Mickma Tshering Lepcha _ Rainmaker.mp3	spotify:track:4T1oTDQbSYC0uGfkimZpsv	0	0.352	0.4	4	0.0779	-12.725	0	0.0663	119.885	0.109	0.807
harmony/AR _ Opening Title.mp3	spotify:track:3XXsnKGUoDatpLq14Iy4l4	1	0.266	0.757	10	0.338	-12.04	1	0.0775	173.584	0.114	0.856
harmony/AR, Sajith Vijayan _ Wakeup Jungle.mp3	spotify:track:1y4mtCkypwj1vQloF4JBTG	1	0.079	0.279	6	0.114	-15.744	1	0.0377	59.192	0.0403	0.684
harmony/AR, Ustad Mohi Baha Uddin Dagar _ Sunset Malkauns.mp3	spotify:track:3Ra4rkq1ExwPXwrPQeHBWg	1	0.179	0.048	6	0.0775	-28.663	1	0.0469	72.93	0.0278	0.974
harryPotter/Alexandre Desplat _ Lily's Theme.mp3	spotify:track:1PPTlPJqKuL0fdoTmzwXJy	0	0.212	0.0443	9	0.0998	-24.6	0	0.0434	106.632	0.139	0.537
harryPotter/John Williams _ A Window To The Past.mp3	spotify:track:3CyHGnmGtuZ0EBMXXVvE46	1	0.219	0.0901	11	0.123	-29.093	1	0.0381	99.655	0.0373	0.959
harryPotter/Nicholas Hooper _ Malfoy's Mission.mp3	spotify:track:4aTKyYeIzC0ask2ZJicjIJ	1	0.859	0.0434	5	0.138	-16.614	1	0.0886	116.889	0.177	0
heartEyes/Chevy _ uwu.mp3	spotify:track:3oPIOlSblyhEg20oVFxwA4	0	0.57	0.593	2	0.242	-7.183	0	0.0551	89.979	0.33	0
heartEyes/Raj Barman (MM Kreem) {Indeevar} _ Tum Mile Dil Khile - cover.mp3	spotify:track:00RBUC7CPnPntU3Ps320uU	1	0.653	0.563	4	0.191	-5.803	1	0.053	160.903	0.563	0
heartEyes/Romy, Pawni Pandey (Shashwat Sachdev) {Anvita Dutt} _ Sahiba.mp3	spotify:track:134y76SGRrMBvJuMS1hfon	0	0.613	0.557	2	0.229	-7.281	0	0.0479	106.814	0.652	0
heartEyes/Shreya Ghoshal (Vijay Prakash) {V Nagendra Prasad} _ Saaluthillave.mp3	spotify:track:7nHQjVpEncX7NEdA2G6kU1	1	0.528	0.172	7	0.0935	-14.805	1	0.0298	105.887	0.337	1.06E-05
heartEyes/Sooraj Santhosh, Madhuvanthi Narayan (Vishnu Vijay {Vinayak Sasikumar} _ Aaradhike.mp3	spotify:track:4Hvf9xIeJWp5p9FkJerQhN	1	0.468	0.501	11	0.108	-10.841	1	0.03	82.525	0.544	1.21E-05
heartEyes/Vijay Yesudas (Rajesh Murugesan) {Shabareesh Varma} _ Malare.mp3	spotify:track:1VGt7ZmY4iPfrabXjIMHo4	1	0.813	0.637	11	0.0865	-8.799	1	0.077	90.955	0.615	1.35E-06
himeshReshammiya/Himesh Reshammiya _ Aashiqui Mein Teri.mp3	spotify:track:1lMhoj9QVjrTTRokk8kW0u	0	0.753	0.987	10	0.121	-6.812	0	0.198	137.039	0.718	2.47E-06
himeshReshammiya/Himesh Reshammiya _ Aye Meri Zohrajabeen.mp3	spotify:track:43SKg10CCeaoyr7XSKfpTR	1	0.688	0.737	2	0.0599	-10.051	1	0.0443	110.969	0.635	0.00025
himeshReshammiya/Himesh Reshanmiya _ Jhalak Dikhla Ja.mp3	spotify:track:0qKfJMGwAelPDYPtUzG6LX	0	0.481	0.432	5	0.105	-11.982	0	0.383	83.595	0.194	0.000347
homeTapes/Oh Wonder _ I Like It When You Love Me (Home Tapes Video).mp3	spotify:track:7Amz41doI0DKoXLrF0KvYK	0	0.487	0.277	1	0.0857	-15.566	0	0.227	84.113	0.21	0.0141
homeTapes/Oh Wonder _ Lonely Star.mp3	spotify:track:0RMukifddVCAgp24HfNYuR	1	0.447	0.354	5	0.115	-14.092	1	0.0802	67.288	0.505	0.781
honeysuckle/Akhilbandhu Ghosh _ Tomar Bhubone Phuler Mela.mp3	spotify:track:2SL933jCtBzxcP86MbQIxP	1	0.386	0.162	0	0.0778	-19.849	1	0.0344	100.021	0.194	0.867
honeysuckle/Alexis Ffrench _ Reborn.mp3	spotify:track:4w2n5y103qKNdTLrNKo0d8	1	0.462	0.29	5	0.168	-10.838	1	0.0314	92.417	0.244	5.64E-05
honeysuckle/Altamash Faridi (Rochak Kohli) {Gautam G Sharma, Gurpreet Saini} _ Bheege Mann.mp3	spotify:track:6NKb7NdkJ9mooJl9vVl1Lq	1	0.509	0.804	2	0.116	-5.667	1	0.0321	95.985	0.683	0.000108
honeysuckle/Amit Mishra, Neeti Mohan (Rochak Kohli) {Adheesh Verma} _ Meer-E-Kaarwan.mp3	spotify:track:7dVBGOShX2VxxxfKwCmyMj	0	0.617	0.3	7	0.0583	-12.464	0	0.0468	76.013	0.604	0.939
honeysuckle/Aphrow _ Snowball.mp3	spotify:track:2CvOqDpQIMw69cCzWqr5yr	0	0.422	0.712	11	0.051	-5.907	0	0.1	78.454	0.471	0
honeysuckle/Binary One _ Returning.mp3	spotify:track:0jlQn5ENU6pt3yDRlMDgjB	0	0.139	0.0403	0	0.0921	-30.162	0	0.0666	87.34	0.0383	0.937
honeysuckle/Brighton _ Forest Fire.mp3	spotify:track:6woxbl0VUW6fmowjeSAiZp	0	0.586	0.388	11	0.134	-9.837	0	0.0302	128.074	0.0808	7.74E-05
honeysuckle/Bryan John Appleby _ Honey Jars.mp3	spotify:track:3fz1cmsAHfr4GMhBh65SyX	1	0.525	0.286	1	0.111	-16.172	1	0.0378	143.673	0.172	0.0152
honeysuckle/Cat Stevens _ The First Cut Is the Deepest.mp3	spotify:track:3Fj4YjCnR1cS4BLmyXZvvO	1	0.593	0.764	7	0.168	-7.382	1	0.0293	96.162	0.737	5.32E-05
honeysuckle/Charlie Puth, Selena Gomez _ We Don't Talk Anymore.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
honeysuckle/Chinmayi, Govind Vasantha (Govind Vasantha) {Karthik Netha} [Govind Vasantha, Kiran] _ Kaathalae Kaathalae.mp3	spotify:track:20dLgt3WQuNIVvHvUmnar8	0	0.198	0.295	4	0.111	-11.805	0	0.0379	94.932	0.0593	0.00916
honeysuckle/Clean Bandit _ Rockabye.mp3	spotify:track:7CQb2wqEbsx10Xuiv8LLXb	1	0.527	0.372	0	0.0912	-9.801	1	0.0428	86.12	0.108	0
honeysuckle/Cosmin Cioca _ at TedX Budapest.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
honeysuckle/Danyal Zafar _ Udh Chaliye.mp3	spotify:track:7mIYFNLw860G5C4Uq6yHG8	1	0.806	0.385	5	0.173	-9.13	1	0.0462	124.946	0.48	0
honeysuckle/Dino James _ Dooriyan.mp3	spotify:track:4nKc9yiwXWlEByq1oMfHU6	1	0.778	0.474	9	0.104	-10.109	1	0.08	91.969	0.219	0
honeysuckle/Dyan _ Looking for Knives.mp3	spotify:track:1kJYmG59kwtbs2rvkqpzB6	1	0.506	0.466	8	0.153	-12.183	1	0.0372	110.132	0.0859	0.648
honeysuckle/Ed Maverick _ Ropa De Bazar.mp3	spotify:track:5IN1NYthmPQE54MEUWUato	0	0.527	0.196	0	0.219	-10.915	0	0.0602	92.694	0.143	1.65E-05
honeysuckle/Frankie Cosmos _ Outside With The Cuties.mp3	spotify:track:09xhU22OFNhBqsDXt0ZVt6	1	0.437	0.233	6	0.459	-12.72	1	0.0464	156.239	0.616	0
honeysuckle/Frank Sinatra _ I Won't Dance.mp3	spotify:track:56J5dZ21WjuGKO3Z6LDIoc	1	0.524	0.182	9	0.16	-13.154	1	0.0637	85.72	0.158	0.000106
honeysuckle/Gaby Moreno _ Daydream By Design.mp3	spotify:track:3VnNmdwvpuLPIdPJQXuY07	0	0.559	0.337	6	0.144	-9.049	0	0.0301	97.536	0.518	0.0198
honeysuckle/Beyoncé _ Halo.mp3	spotify:track:1szU2VvMCf5y3CegDghUFE	1	0.567	0.461	1	0.4	-7.124	1	0.0459	83.021	0.184	0.136
honeysuckle/Handbook _ Eyes - Edit.mp3	spotify:track:2kJwzbxV2ppxnQoYw4GLBZ	1	0.464	0.473	1	0.109	-10.086	1	0.129	75.801	0.604	0
honeysuckle/Hannah Ellis, Nick Wayne _ If the World Was Ending - cover.mp3	spotify:track:7qbIWVsPvJIzGyJOKtxuoy	1	0.569	0.592	4	0.11	-9.098	1	0.0412	113.319	0.671	1.52E-06
honeysuckle/Iman Chokroborty _ Rangiye Diye Jao.mp3	spotify:track:0qzEkwri1hE0rgxVqdOBAf	1	0.591	0.514	9	0.0797	-10.183	1	0.0256	108.975	0.658	7.8E-06
honeysuckle/JD Souther _ You're Only Lonely.mp3	spotify:track:1cyZIM22N8kmBqdATPBmI7	0	0.185	0.112	1	0.107	-18.943	0	0.0366	166.449	0.0697	0.915
honeysuckle/Johannes Bornlöf _ Nocturnal Waltz.mp3	spotify:track:4GSvSi4BA4Pddnjmmqmw49	1	0.316	0.426	0	0.103	-9.745	1	0.0329	130.013	0.252	0.000682
honeysuckle/Lagori _ Saiyyan.mp3	spotify:track:1KHdq8NK9QxnGjdXb55NiG	1	0.489	0.561	4	0.179	-7.933	1	0.0274	83.457	0.238	4.56E-05
honeysuckle/Landon Pigg _ Falling In Love At A Coffee Shop.mp3	spotify:track:40Ii7Ji0UQBNEBGuwx3Pya	1	0.369	0.619	2	0.482	-6.886	1	0.0794	101.023	0.675	1.34E-06
honeysuckle/Lata Mangeshka (Naushad) {Shakeel Badayuni} _ Pyaar kiya to darna Kya.mp3	spotify:track:680KozYltvYSBwF6T71SEa	0	0.371	0.71	5	0.722	-4.829	0	0.0416	86.977	0.531	2.46E-06
honeysuckle/Lata Mangeshkar (Madan Mohan) {Raja Mehndi Ali Khan} _ Lag Jaa Gale.mp3	spotify:track:5G2dlLyDW1xKlLrtMN5JRW	1	0.391	0.256	2	0.105	-16.31	1	0.0461	118.935	0.228	0.865
honeysuckle/Les Filles de Illighadad _  Telilit.mp3	spotify:track:6HwFsywW6lLyFwpRN7gU18	1	0.304	0.279	7	0.118	-13.261	1	0.0375	86.231	0.167	0
honeysuckle/Lianne La Havas (Don McLean) {Don McLean} _ Starry Starry Night.mp3	spotify:track:4q0snbJ69gaEbxTf9glk6l	1	0.818	0.8	7	0.139	-6.794	1	0.0403	125.026	0.816	0.00178
honeysuckle/Lizzy Caplan _  You Don't Know Me.mp3	spotify:track:6w458kA8WOAIZr1ublxnK9	1	0.541	0.512	9	0.162	-10.203	1	0.0291	120.036	0.203	0.000528
honeysuckle/Lykke Li _ Neon.mp3	spotify:track:6OowiqIzUaMErs7eKAL9o8	1	0.646	0.747	2	0.12	-3.452	1	0.048	144.988	0.668	0.00219
honeysuckle/Max Fry _ wishing u well.mp3	spotify:track:5b7jxctg2cvTn93dEg805c	0	0.767	0.195	4	0.108	-13.303	0	0.102	126.298	0.207	0.00415
honeysuckle/Memba _ For Aisha.mp3	spotify:track:6rfahvufEQDIVTHJIU2QQB	1	0.568	0.622	4	0.56	-6.548	1	0.109	76.984	0.109	0.0018
honeysuckle/Miles Betterman _ The Dickhead Song.mp3	spotify:track:147l07rat1W33X2rjTBlMa	1	0.955	0.323	1	0.187	-20.507	1	0.0707	126.104	0.914	0.00402
honeysuckle/Muse _ Starlight.mp3	spotify:track:3skn2lauGk7Dx6bVIt5DVj	1	0.55	0.874	4	0.206	-4.046	1	0.0321	121.61	0.318	1.02E-05
honeysuckle/Nathan Gaupht _ Stairway To Heaven.mp3	spotify:track:01QbbhOdoNUUS5RqnkkcbD	1	0.624	0.0553	5	0.0999	-18.92	1	0.036	110.628	0.061	0.889
honeysuckle/Natiq _ Intezaar.mp3	spotify:track:08TBzz7tn8coBf94GVhWsO	1	0.833	0.331	11	0.128	-3.537	1	0.0714	79.98	0.513	0.822
honeysuckle/Niki _ Strange Land (Live) Acoustic Sessions.mp3	spotify:track:11cqsCFJayk8dLyJqPvGvp	0	0.505	0.207	9	0.126	-14.205	0	0.0535	74.839	0.185	7.28E-05
honeysuckle/Nilotpal Sinha, Shruti Dhasmana _ Naino Ke Ishaare.mp3	spotify:track:64lm0UUw3NLTWUBYogM27P	1	0.444	0.475	2	0.094	-10.77	1	0.0461	169.863	0.421	0.0632
honeysuckle/Old Sea Brigade _ Love Brought Weight.mp3	spotify:track:1H56ffyFrFcvMEWUg3WFbM	1	0.367	0.326	7	0.0759	-15.605	1	0.0344	116.659	0.064	0.358
honeysuckle/Olivia Cooke & Mathieu Amalric _ Cet Amour Me Tue.mp3	spotify:track:65NV8UFFrkMa1qxrQzkzDc	0	0.467	0.0343	7	0.123	-18.247	0	0.0527	127.893	0.562	0.013
honeysuckle/Peter Gabriel _ Washing Of The Water.mp3	spotify:track:7vwahM7s1Bu5833dv8mPIG	1	0.582	0.224	0	0.153	-13.709	1	0.0438	122.845	0.19	0
honeysuckle/Philip Glass _ Dreaming of Fiji.mp3	spotify:track:5lRT2FSv3uu05qbvOkTEFf	0	0.162	0.0395	7	0.105	-29.746	0	0.0427	109.043	0.0378	0.979
honeysuckle/Phoebe Ryan _ The Chainsmokers _ All We Know.mp3	spotify:track:2rizacJSyD9S1IQUxUxnsK	1	0.662	0.586	0	0.115	-8.821	1	0.0307	90	0.296	0.00272
honeysuckle/Porth Nole, Sam Acaes _ Tonight I Sleep.mp3	spotify:track:3mYbV2WgDkCi8wEJG7MjUi	0	0.57	0.449	10	0.11	-10.626	0	0.0388	104.989	0.0449	0.907
honeysuckle/Prakriti Kakar (Amaal Mallik) {Manoj Muntashir} _ Hai Zaroori - 1st verse.mp3	spotify:track:3DiOO3CmZh4WDJhs5U7W6s	1	0.449	0.367	0	0.111	-11.8	1	0.037	124.105	0.368	9.33E-06
honeysuckle/Prathma Dey _ Nindiya Na Aaye.mp3	spotify:track:7ioAQhNCKwt4JyXLDQVLH1	1	0.574	0.261	10	0.129	-14.701	1	0.029	109.846	0.346	0
honeysuckle/Raghav _ Sufi.mp3	spotify:track:04tuiGTKPEcycWXgIozuNu	1	0.514	0.263	5	0.105	-13.011	1	0.0319	91.881	0.289	0
honeysuckle/Really SlowMotion _ Reborn.mp3	spotify:track:1GN5C637wXVQKHsNnXcp7B	1	0.173	0.538	9	0.129	-11.509	1	0.0698	114.869	0.0591	0.603
honeysuckle/Ryuichi Sakamoto _ Solari.mp3	spotify:track:2ZYyuqKe7T64UqWVuW7CkS	0	0.202	0.232	2	0.0903	-19.154	0	0.0336	88.348	0.046	0.902
honeysuckle/Lucky Ali _ Safarnama _.mp3	spotify:track:0SIAFU49FFHwR3QnT5Jx0k	0	0.744	0.845	4	0.1	-7.422	0	0.253	75.221	0.749	0.232
honeysuckle/Sales _ Chinese New Year.mp3	spotify:track:60omrcFTT7VqCQ5mlh1842	1	0.538	0.323	2	0.499	-14.521	1	0.0412	119.08	0.631	0.681
